ID,Date,City,Street,SKU,Units,Cost_Per_Unit
POS-01026,2023-10-14,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,9,3336.6220177255555
POS-01027,2023-10-12,Biratnagar-Main,Hospital Rd,VR-Headset,3,4191.346294571279
POS-01028,2023-06-07,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,9,2943.334558763558
POS-01029,2023-07-30,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,4,2932.098655877244
POS-01030,2023-07-01,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,7,4503.532171411055
POS-01031,2023-12-23,Biratnagar-Main,Hospital Rd,VR-Headset,3,107.2339005704417
POS-01032,2023-08-15,Biratnagar-Main,Hospital Rd,VR-Headset,5,203.4826628996596
POS-01033,2023-11-15,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,9,2284.308105409289
POS-01034,2023-08-22,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,3,1930.4405372548551
POS-01035,2023-02-21,Biratnagar-Main,Hospital Rd,VR-Headset,5,4830.5371460784745
POS-01036,2023-12-17,Biratnagar-Main,Hospital Rd,Gaming-Console,2,4068.6999763031554
POS-01037,2023-05-22,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,6,3562.6327143860126
POS-01038,2023-08-07,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,3,2344.1811233425974
POS-01039,2023-12-19,Butwal-Chowk,Traffic Chowk E,VR-Headset,5,1503.0411057060019
POS-01040,2023-07-18,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,8,4714.98431243347
POS-01041,2023-11-19,Butwal-Chowk,Traffic Chowk E,Drone-HD,5,2399.613888481905
POS-01042,2023-10-01,Pokhara-Lakeside,Baidam Street 6,VR-Headset,2,177.89144156997446
POS-01043,2023-06-10,Biratnagar-Main,Hospital Rd,4K-TV,3,-9.16126013693895
POS-01044,2023-10-24,Pokhara-Lakeside,Baidam Street 6,4K-TV,4,3858.0126408942883
POS-01045,2023-10-13,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,7,4853.504728061581
POS-01046,2023-05-07,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,5,2457.9195172529885
POS-01047,2023-01-20,Butwal-Chowk,Traffic Chowk E,Gaming-Console,7,4621.433862317159
POS-01048,2023-09-11,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,8,3780.275581738683
POS-01049,2023-04-23,Butwal-Chowk,Traffic Chowk E,VR-Headset,2,4918.098444608402
POS-01050,2023-01-23,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,2,681.7953279151326
POS-01051,2023-10-08,Lalitpur-Patan,Pulchowk Rd,VR-Headset,2,1683.8824207515795
POS-01052,2023-12-25,Butwal-Chowk,Traffic Chowk E,Drone-HD,5,193.33989373316518
POS-01053,2023-12-15,Lalitpur-Patan,Pulchowk Rd,Drone-HD,8,3393.7157953615833
POS-01054,2023-03-11,Biratnagar-Main,Hospital Rd,Drone-HD,5,4340.746360358795
POS-01055,2023-01-29,Butwal-Chowk,Traffic Chowk E,Drone-HD,3,1732.88149054719
POS-01056,2023-03-20,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,7,511.88400344918716
POS-01057,2023-01-30,Lalitpur-Patan,Pulchowk Rd,Drone-HD,8,4535.900345968486
POS-01058,2023-05-31,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,3,1359.0649732806169
POS-01059,2023-01-01,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,4,599.3289545483686
POS-01060,2023-05-02,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,6,2551.9519510081677
POS-01061,2023-10-27,Biratnagar-Main,Hospital Rd,Gaming-Console,4,545.8531464774501
POS-01062,2023-08-20,Lalitpur-Patan,Pulchowk Rd,4K-TV,3,1987.5375057575184
POS-01063,2023-03-01,Butwal-Chowk,Traffic Chowk E,Smart-Hub,4,2102.5840586524114
POS-01064,2023-02-27,Lalitpur-Patan,Pulchowk Rd,4K-TV,2,2234.5699345585567
POS-01065,2023-03-08,Butwal-Chowk,Traffic Chowk E,Smart-Hub,2,3762.6709954834478
POS-01066,2023-05-28,Biratnagar-Main,Hospital Rd,VR-Headset,6,2850.5981482005673
POS-01067,2023-09-04,Biratnagar-Main,Hospital Rd,4K-TV,2,1604.621358498355
POS-01068,2023-10-02,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,2,864.4468131503386
POS-01069,2023-04-10,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,6,3075.0301757245443
POS-01070,2023-12-08,Pokhara-Lakeside,Baidam Street 6,4K-TV,9,896.2226082740085
POS-01071,2023-07-30,Biratnagar-Main,Hospital Rd,Solar-Battery,2,65.51260745420475
POS-01072,2023-02-01,Biratnagar-Main,Hospital Rd,4K-TV,8,2193.2937262833852
POS-01073,2023-09-09,Lalitpur-Patan,Pulchowk Rd,Drone-HD,4,95.07851027179663
POS-01074,2023-04-07,Butwal-Chowk,Traffic Chowk E,4K-TV,2,1832.3768514627986
POS-01075,2023-05-16,Biratnagar-Main,Hospital Rd,4K-TV,8,3328.1177524793857
POS-01076,2023-04-22,Lalitpur-Patan,Pulchowk Rd,Drone-HD,3,441.79646370896364
POS-01077,2023-09-28,Butwal-Chowk,Traffic Chowk E,Smart-Hub,5,3466.5996198769294
POS-01078,2023-12-01,Biratnagar-Main,Hospital Rd,Solar-Battery,3,3274.316915838446
POS-01079,2023-07-21,Pokhara-Lakeside,Baidam Street 6,4K-TV,2,4928.389252376043
POS-01080,2023-08-24,Lalitpur-Patan,Pulchowk Rd,Solar-Battery,2,1223.6389819408114
POS-01081,2023-11-20,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,1,-37.95410768524532
POS-01082,2023-11-08,Biratnagar-Main,Hospital Rd,Smart-Hub,7,2792.3081900536004
POS-01083,2023-09-13,Lalitpur-Patan,Pulchowk Rd,VR-Headset,9,4934.287555907451
POS-01084,2023-10-03,Butwal-Chowk,Traffic Chowk E,VR-Headset,4,4914.94614435276
POS-01085,2023-06-09,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,9,2644.055131478426
POS-01086,2023-09-14,Pokhara-Lakeside,Baidam Street 6,VR-Headset,5,2222.475593363892
POS-01087,2023-01-16,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,8,-99.58499116305104
POS-01088,2023-02-01,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,4,2171.8327147341865
POS-01089,2023-09-25,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,6,693.2188223968602
POS-01090,2023-10-14,Biratnagar-Main,Hospital Rd,VR-Headset,4,2612.1462051644558
POS-01091,2023-07-25,Butwal-Chowk,Traffic Chowk E,Solar-Battery,2,4402.322963272207
POS-01092,2023-08-15,Biratnagar-Main,Hospital Rd,Solar-Battery,6,4533.394508845117
POS-01093,2023-04-18,Pokhara-Lakeside,Baidam Street 6,VR-Headset,9,525.6723413493203
POS-01094,2023-01-27,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,3,3122.521565999194
POS-01095,2023-10-04,Kathmandu-DurbarMarg,King's Way 101,4K-TV,9,976.8138396905863
POS-01096,2023-07-22,Biratnagar-Main,Hospital Rd,Solar-Battery,4,2592.50618041285
POS-01097,2023-10-27,Biratnagar-Main,Hospital Rd,4K-TV,3,4722.839072445142
POS-01098,2023-10-24,Biratnagar-Main,Hospital Rd,Solar-Battery,2,3995.386841357385
POS-01099,2023-12-01,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,7,1052.780496450816
POS-01100,2023-10-25,Biratnagar-Main,Hospital Rd,VR-Headset,7,3190.7201978350986
POS-01101,2023-10-21,Butwal-Chowk,Traffic Chowk E,Smart-Hub,2,2228.398764617245
POS-01102,2023-12-05,Pokhara-Lakeside,Baidam Street 6,VR-Headset,7,844.5748295811079
POS-01103,2023-07-12,Butwal-Chowk,Traffic Chowk E,Solar-Battery,7,3318.268318063018
POS-01104,2023-12-15,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,2,3706.8169585024043
POS-01105,2023-08-13,Pokhara-Lakeside,Baidam Street 6,VR-Headset,1,1151.9834580772879
POS-01106,2023-12-14,Pokhara-Lakeside,Baidam Street 6,4K-TV,1,1714.7823182155644
POS-01107,2023-04-14,Biratnagar-Main,Hospital Rd,Drone-HD,5,4710.1842054242015
POS-01108,2023-07-23,Butwal-Chowk,Traffic Chowk E,Solar-Battery,7,851.5900476315114
POS-01109,2023-01-06,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,3,3475.244807892539
POS-01110,2023-06-27,Lalitpur-Patan,Pulchowk Rd,Drone-HD,7,2625.1874741931574
POS-01111,2023-11-05,Pokhara-Lakeside,Baidam Street 6,Drone-HD,5,242.5439294291716
POS-01112,2023-07-04,Biratnagar-Main,Hospital Rd,Drone-HD,1,2211.2150981634727
POS-01113,2023-03-12,Pokhara-Lakeside,Baidam Street 6,VR-Headset,4,1395.6513382435587
POS-01114,2023-10-13,Pokhara-Lakeside,Baidam Street 6,VR-Headset,8,4442.0077791036265
POS-01115,2023-09-26,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,5,4300.555473453108
POS-01116,2023-05-11,Pokhara-Lakeside,Baidam Street 6,Drone-HD,8,4219.464732364742
POS-01117,2023-12-21,Pokhara-Lakeside,Baidam Street 6,VR-Headset,1,1280.6029022227076
POS-01118,2023-04-28,Kathmandu-DurbarMarg,King's Way 101,4K-TV,7,4490.596797567564
POS-01119,2023-05-16,Biratnagar-Main,Hospital Rd,Solar-Battery,6,705.384049887422
POS-01120,2023-05-18,Kathmandu-DurbarMarg,King's Way 101,4K-TV,5,2189.338582396688
POS-01121,2023-09-12,Pokhara-Lakeside,Baidam Street 6,Drone-HD,6,1847.0558078876652
POS-01122,2023-01-24,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,1,4715.389983505703
POS-01123,2023-09-09,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,8,4706.108371750526
POS-01124,2023-04-25,Butwal-Chowk,Traffic Chowk E,Drone-HD,3,2065.591717002492
POS-01125,2023-06-18,Biratnagar-Main,Hospital Rd,Gaming-Console,6,638.5615898419757
POS-01126,2023-01-03,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,3,2345.6077976793135
POS-01127,2023-07-03,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,2,3140.7442613505063
POS-01128,2023-02-19,Pokhara-Lakeside,Baidam Street 6,Drone-HD,6,1422.89949027359
POS-01129,2023-04-02,Butwal-Chowk,Traffic Chowk E,Drone-HD,1,3509.1971693050677
POS-01130,2023-02-08,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,8,2276.6823875800746
POS-01131,2023-11-29,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,8,1895.1848412269662
POS-01132,2023-05-10,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,8,4458.302512919495
POS-01133,2023-02-04,Butwal-Chowk,Traffic Chowk E,Gaming-Console,2,3737.287503220011
POS-01134,2023-06-06,Lalitpur-Patan,Pulchowk Rd,4K-TV,8,2183.3938402421436
POS-01135,2023-08-06,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,3,2022.7143228601572
POS-01136,2023-11-23,Lalitpur-Patan,Pulchowk Rd,Solar-Battery,5,189.29382365976028
POS-01137,2023-09-14,Lalitpur-Patan,Pulchowk Rd,Solar-Battery,8,582.932307646853
POS-01138,2023-12-10,Butwal-Chowk,Traffic Chowk E,Solar-Battery,7,4812.755762063172
POS-01139,2023-06-05,Biratnagar-Main,Hospital Rd,4K-TV,5,2759.976617186395
POS-01140,2023-06-09,Lalitpur-Patan,Pulchowk Rd,VR-Headset,5,4845.739156271262
POS-01141,2023-05-15,Biratnagar-Main,Hospital Rd,Solar-Battery,2,3084.324865004419
POS-01142,2023-12-16,Butwal-Chowk,Traffic Chowk E,Gaming-Console,1,4104.4297727771645
POS-01143,2023-04-28,Pokhara-Lakeside,Baidam Street 6,Drone-HD,2,682.9788959182126
POS-01144,2023-05-27,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,8,1618.389693907701
POS-01145,2023-07-21,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,5,2189.4237956423863
POS-01146,2023-11-14,Biratnagar-Main,Hospital Rd,VR-Headset,6,2202.94465896773
POS-01147,2023-12-14,Biratnagar-Main,Hospital Rd,VR-Headset,6,823.9893618921485
POS-01148,2023-03-16,Biratnagar-Main,Hospital Rd,4K-TV,1,3701.3625530261615
POS-01149,2023-10-15,Pokhara-Lakeside,Baidam Street 6,VR-Headset,6,434.13527832843204
POS-01150,2023-03-14,Lalitpur-Patan,Pulchowk Rd,Drone-HD,3,4453.255533725306
POS-01151,2023-07-21,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,7,1154.1294998041785
POS-01152,2023-02-10,Butwal-Chowk,Traffic Chowk E,4K-TV,1,447.55162282339745
POS-01153,2023-07-30,Biratnagar-Main,Hospital Rd,Solar-Battery,4,2225.243383504968
POS-01154,2023-01-02,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,7,4476.161980040501
POS-01155,2023-11-15,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,8,3829.874153808995
POS-01156,2023-05-12,Biratnagar-Main,Hospital Rd,4K-TV,7,194.7140944469923
POS-01157,2023-08-03,Butwal-Chowk,Traffic Chowk E,4K-TV,3,820.0140822521831
POS-01158,2023-05-02,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,8,2667.7831948997423
POS-01159,2023-03-06,Pokhara-Lakeside,Baidam Street 6,Drone-HD,8,3426.8438422948293
POS-01160,2023-02-22,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,2,657.3581846337297
POS-01161,2023-03-19,Biratnagar-Main,Hospital Rd,4K-TV,5,2083.167125416713
POS-01162,2023-07-11,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,2,3426.5833616176337
POS-01163,2023-05-29,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,2,2982.764338269844
POS-01164,2023-12-16,Biratnagar-Main,Hospital Rd,Drone-HD,7,1625.1984027680014
POS-01165,2023-10-24,Butwal-Chowk,Traffic Chowk E,VR-Headset,6,1376.5721926589285
POS-01166,2023-08-11,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,1,1023.2644383888742
POS-01167,2023-10-10,Pokhara-Lakeside,Baidam Street 6,4K-TV,6,4014.473782501608
POS-01168,2023-12-03,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,1,562.8681143854176
POS-01169,2023-01-09,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,5,4982.039735952899
POS-01170,2023-12-08,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,8,1887.132811271713
POS-01171,2023-05-04,Lalitpur-Patan,Pulchowk Rd,Drone-HD,4,4673.302839231057
POS-01172,2023-05-08,Lalitpur-Patan,Pulchowk Rd,4K-TV,2,4193.221058935141
POS-01173,2023-04-23,Kathmandu-DurbarMarg,King's Way 101,4K-TV,6,4925.80025886481
POS-01174,2023-07-24,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,3,2952.8614979508297
POS-01175,2023-05-06,Butwal-Chowk,Traffic Chowk E,VR-Headset,8,3887.7473121123826
POS-01176,2023-10-24,Lalitpur-Patan,Pulchowk Rd,4K-TV,4,1123.4022815486628
POS-01177,2023-08-15,Lalitpur-Patan,Pulchowk Rd,4K-TV,9,261.883271382027
POS-01178,2023-11-01,Butwal-Chowk,Traffic Chowk E,4K-TV,8,4239.481026388392
POS-01179,2023-12-06,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,4,3465.3257514545057
POS-01180,2023-10-08,Lalitpur-Patan,Pulchowk Rd,VR-Headset,2,1280.2278708560916
POS-01181,2023-10-09,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,8,1309.9197561430537
POS-01182,2023-07-30,Butwal-Chowk,Traffic Chowk E,Drone-HD,2,467.5025442746896
POS-01183,2023-05-07,Biratnagar-Main,Hospital Rd,Smart-Hub,4,1647.4177542645332
POS-01184,2023-04-29,Pokhara-Lakeside,Baidam Street 6,Drone-HD,1,291.6153683418345
POS-01185,2023-03-01,Butwal-Chowk,Traffic Chowk E,Solar-Battery,9,2615.033563519297
POS-01186,2023-07-26,Butwal-Chowk,Traffic Chowk E,VR-Headset,8,4988.490975828276
POS-01187,2023-08-15,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,2,2094.8746960542317
POS-01188,2023-08-21,Butwal-Chowk,Traffic Chowk E,VR-Headset,7,2574.8807456343093
POS-01189,2023-02-06,Biratnagar-Main,Hospital Rd,Smart-Hub,8,1667.8093743404972
POS-01190,2023-11-10,Biratnagar-Main,Hospital Rd,Solar-Battery,2,3855.99819930865
POS-01191,2023-03-19,Butwal-Chowk,Traffic Chowk E,VR-Headset,8,3444.383108090262
POS-01192,2023-07-21,Lalitpur-Patan,Pulchowk Rd,Solar-Battery,3,3216.6933195431748
POS-01193,2023-07-05,Butwal-Chowk,Traffic Chowk E,VR-Headset,7,1449.7141950343507
POS-01194,2023-09-23,Pokhara-Lakeside,Baidam Street 6,VR-Headset,4,2151.8150808151313
POS-01195,2023-06-03,Biratnagar-Main,Hospital Rd,Smart-Hub,9,2638.914999921295
POS-01196,2023-04-06,Butwal-Chowk,Traffic Chowk E,Solar-Battery,7,1376.3613691911405
POS-01197,2023-04-21,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,3,4570.315283521351
POS-01198,2023-07-26,Biratnagar-Main,Hospital Rd,4K-TV,8,1811.6761563712403
POS-01199,2023-07-27,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,3,3930.6520289909417
POS-01200,2023-06-12,Pokhara-Lakeside,Baidam Street 6,4K-TV,8,2887.796864885608
POS-01201,2023-05-24,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,4,293.71484266726435
POS-01202,2023-01-06,Lalitpur-Patan,Pulchowk Rd,Drone-HD,3,444.213150284408
POS-01203,2023-04-15,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,6,1942.5292401287243
POS-01204,2023-09-04,Butwal-Chowk,Traffic Chowk E,Smart-Hub,6,2114.1746646675756
POS-01205,2023-07-05,Butwal-Chowk,Traffic Chowk E,4K-TV,8,3554.1273728377982
POS-01206,2023-11-21,Pokhara-Lakeside,Baidam Street 6,VR-Headset,7,4222.915980805558
POS-01207,2023-09-18,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,7,3152.6735097648375
POS-01208,2023-07-26,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,5,4715.733869153927
POS-01209,2023-03-24,Lalitpur-Patan,Pulchowk Rd,Solar-Battery,4,1923.8993734620174
POS-01210,2023-12-08,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,1,922.1075563500126
POS-01211,2023-07-04,Lalitpur-Patan,Pulchowk Rd,Drone-HD,3,1182.0091794819944
POS-01212,2023-10-19,Lalitpur-Patan,Pulchowk Rd,4K-TV,7,2775.6890600183115
POS-01213,2023-11-19,Biratnagar-Main,Hospital Rd,Drone-HD,8,1986.1356422765575
POS-01214,2023-07-20,Butwal-Chowk,Traffic Chowk E,VR-Headset,2,425.15242816126784
POS-01215,2023-02-23,Biratnagar-Main,Hospital Rd,4K-TV,2,4595.615361160997
POS-01216,2023-01-13,Pokhara-Lakeside,Baidam Street 6,Drone-HD,4,3777.989253889852
POS-01217,2023-08-30,Lalitpur-Patan,Pulchowk Rd,Drone-HD,3,3374.2361451098836
POS-01218,2023-01-06,Lalitpur-Patan,Pulchowk Rd,4K-TV,3,1471.339636184978
POS-01219,2023-03-04,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,5,2638.2082372822747
POS-01220,2023-10-01,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,3,1713.283040570451
POS-01221,2023-12-12,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,8,2417.184847877804
POS-01222,2023-10-08,Butwal-Chowk,Traffic Chowk E,Solar-Battery,9,284.50437106712457
POS-01223,2023-06-08,Butwal-Chowk,Traffic Chowk E,Solar-Battery,6,2571.720204298991
POS-01224,2023-04-13,Lalitpur-Patan,Pulchowk Rd,Solar-Battery,8,3744.74088311777
POS-01225,2023-03-27,Lalitpur-Patan,Pulchowk Rd,4K-TV,3,2096.082555334668
POS-01226,2023-02-12,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,3,2111.106608617104
POS-01227,2023-02-01,Lalitpur-Patan,Pulchowk Rd,VR-Headset,4,1468.3582632272169
POS-01228,2023-03-13,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,3,4383.975797710349
POS-01229,2023-10-13,Pokhara-Lakeside,Baidam Street 6,VR-Headset,6,2760.8562580398625
POS-01230,2023-10-26,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,4,2049.2220614974703
POS-01231,2023-05-29,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,7,4270.72069280935
POS-01232,2023-07-15,Lalitpur-Patan,Pulchowk Rd,VR-Headset,8,4222.635029784229
POS-01233,2023-05-03,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,4,4326.7324773311275
POS-01234,2023-08-09,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,8,3582.088347918232
POS-01235,2023-09-12,Biratnagar-Main,Hospital Rd,Gaming-Console,1,2842.6533087938287
POS-01236,2023-10-01,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,3,4435.670212172356
POS-01237,2023-08-16,Lalitpur-Patan,Pulchowk Rd,VR-Headset,6,3275.9962213095896
POS-01238,2023-09-11,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,5,275.9675883697801
POS-01239,2023-01-04,Lalitpur-Patan,Pulchowk Rd,Drone-HD,9,2617.1646592520106
POS-01240,2023-07-31,Butwal-Chowk,Traffic Chowk E,Smart-Hub,3,2142.8234794512077
POS-01241,2023-11-21,Butwal-Chowk,Traffic Chowk E,Smart-Hub,6,2064.2159306623557
POS-01242,2023-05-30,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,9,232.02043544839665
POS-01243,2023-09-29,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,8,-19.624463575242643
POS-01244,2023-09-02,Biratnagar-Main,Hospital Rd,Gaming-Console,3,2643.3239284158335
POS-01245,2023-09-22,Pokhara-Lakeside,Baidam Street 6,Drone-HD,5,1381.485809245597
POS-01246,2023-09-04,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,1,2749.3720893788895
POS-01247,2023-03-02,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,6,1852.454002175385
POS-01248,2023-04-14,Lalitpur-Patan,Pulchowk Rd,Drone-HD,5,1155.11684795961
POS-01249,2023-07-16,Biratnagar-Main,Hospital Rd,Drone-HD,7,461.55825377952374
POS-01250,2023-05-16,Butwal-Chowk,Traffic Chowk E,VR-Headset,2,3076.411311058233
POS-01251,2023-11-15,Butwal-Chowk,Traffic Chowk E,Solar-Battery,2,984.195853501576
POS-01252,2023-09-26,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,6,3808.459916345379
POS-01253,2023-07-09,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,1,569.8472214559998
POS-01254,2023-12-26,Biratnagar-Main,Hospital Rd,Gaming-Console,4,2150.084873939735
POS-01255,2023-12-10,Lalitpur-Patan,Pulchowk Rd,VR-Headset,6,2979.137382494924
POS-01256,2023-09-19,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,6,4875.038665048813
POS-01257,2023-10-28,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,6,3824.269532104808
POS-01258,2023-12-10,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,3,2649.914749445931
POS-01259,2023-10-24,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,3,1678.6603463517129
POS-01260,2023-12-04,Pokhara-Lakeside,Baidam Street 6,4K-TV,1,3070.9153849426384
POS-01261,2023-01-14,Biratnagar-Main,Hospital Rd,Drone-HD,1,1117.8489855414591
POS-01262,2023-08-15,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,5,2291.2993271823425
POS-01263,2023-10-27,Pokhara-Lakeside,Baidam Street 6,4K-TV,1,4348.434581922762
POS-01264,2023-05-06,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,9,443.79701269681425
POS-01265,2023-06-24,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,3,3605.138311116949
POS-01266,2023-07-21,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,3,1542.1030926538963
POS-01267,2023-03-10,Kathmandu-DurbarMarg,King's Way 101,4K-TV,9,4207.31295663189
POS-01268,2023-08-27,Butwal-Chowk,Traffic Chowk E,Solar-Battery,7,609.7825144034135
POS-01269,2023-09-15,Butwal-Chowk,Traffic Chowk E,VR-Headset,5,586.0850720287433
POS-01270,2023-11-03,Butwal-Chowk,Traffic Chowk E,Smart-Hub,9,4153.876175071721
POS-01271,2023-09-29,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,9,3285.6241763548214
POS-01272,2023-12-04,Biratnagar-Main,Hospital Rd,Solar-Battery,6,4868.518588548
POS-01273,2023-04-18,Kathmandu-DurbarMarg,King's Way 101,4K-TV,1,3102.5882543605526
POS-01274,2023-03-25,Biratnagar-Main,Hospital Rd,4K-TV,6,3580.6197549471513
POS-01275,2023-07-07,Biratnagar-Main,Hospital Rd,Solar-Battery,2,1002.1934515976616
POS-01276,2023-02-03,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,9,594.4399093383936
POS-01277,2023-06-01,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,4,2997.9828193255803
POS-01278,2023-01-13,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,2,2730.3434145659608
POS-01279,2023-04-07,Butwal-Chowk,Traffic Chowk E,Drone-HD,6,4498.413247577785
POS-01280,2023-04-14,Butwal-Chowk,Traffic Chowk E,Drone-HD,1,2369.4747514580026
POS-01281,2023-04-10,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,3,3413.519405489093
POS-01282,2023-11-15,Butwal-Chowk,Traffic Chowk E,VR-Headset,3,3465.7375062968867
POS-01283,2023-10-01,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,4,1511.1327571700988
POS-01284,2023-05-31,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,4,3524.318534076013
POS-01285,2023-07-03,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,4,-26.04683540394018
POS-01286,2023-01-24,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,6,3498.468205152031
POS-01287,2023-03-12,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,3,2696.076866568937
POS-01288,2023-10-12,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,1,1456.5114754713456
POS-01289,2023-09-06,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,4,966.513100382509
POS-01290,2023-05-08,Biratnagar-Main,Hospital Rd,Solar-Battery,2,3547.80319612597
POS-01291,2023-09-12,Butwal-Chowk,Traffic Chowk E,4K-TV,7,1102.4255206427154
POS-01292,2023-08-02,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,8,2941.145136995352
POS-01293,2023-03-21,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,8,66.25159762405869
POS-01294,2023-04-06,Butwal-Chowk,Traffic Chowk E,Solar-Battery,9,4793.634554461759
POS-01295,2023-11-04,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,9,3544.1287603130318
POS-01296,2023-08-17,Biratnagar-Main,Hospital Rd,Smart-Hub,9,507.7369230924154
POS-01297,2023-04-02,Pokhara-Lakeside,Baidam Street 6,VR-Headset,3,4188.783354459316
POS-01298,2023-01-06,Biratnagar-Main,Hospital Rd,VR-Headset,7,2813.577387285681
